Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Total_Academic_Marks,Discipline_Index,Routine_Status,Instructor_Marks_75,Doctor_Marks_25,Total_Marks_100,Final_Risk_Level,y,Closest_Historical_Peer_ID
S1010,John,Smith,student10@university.com,Female,23,Business,86.2,70.0,85.54,67.58,77.77,44.900000000000006,93.14,79.98599999999999,C,7.9,Yes,Yes,High School,Low,4,8.2,353.39,67.57777777777777,Optimal,58.601,16.894444444444442,75.49544444444444,No Risk,2,S2611
S1011,Omar,Williams,student11@university.com,Female,20,Mathematics,59.3,93.34,87.9,64.57,80.18,82.8,66.17,77.6705,C,22.9,Yes,No,,Low,7,8.6,387.06,66.13055555555555,Optimal,55.695499999999996,16.532638888888886,72.22813888888888,Medium Risk,1,S1552
S1012,John,Davis,student12@university.com,Male,21,Engineering,95.48,67.24,97.23,83.43,67.3,21.3,54.02,70.909,C,26.2,No,No,,Medium,9,6.8,293.29,67.37,Optimal,46.6015,16.8425,63.444,Medium Risk,1,S2388
S1013,John,Williams,student13@university.com,Male,18,Business,91.39,56.63,87.73,91.41,50.94,41.4,51.36,66.7105,D,23.0,No,No,PhD,Medium,5,7.9,291.74,77.8475,Optimal,44.778,19.461875,64.239875,Medium Risk,1,S3397
S1014,Liam,Williams,student14@university.com,Male,19,CS,58.18,94.98,64.46,59.6,51.08,52.8,55.5,63.7,D,27.8,No,Yes,Bachelor's,High,2,6.3,313.96000000000004,77.43388888888889,Optimal,47.584999999999994,19.358472222222222,66.94347222222221,Medium Risk,1,S3602
S1015,Ahmed,Jones,student15@university.com,Male,18,CS,93.56,63.28,89.29,78.15,94.42,50.5,50.21,70.56700000000001,C,27.3,Yes,No,Bachelor's,Low,2,6.5,336.56,86.41777777777777,Optimal,48.2445,21.604444444444443,69.84894444444444,Medium Risk,1,S5612
S1016,Maria,Jones,student16@university.com,Female,21,Business,63.61,70.2,70.52,68.39,55.13,92.1,66.35,68.44149999999999,D,24.5,No,Yes,High School,High,8,6.7,352.17,60.48583333333333,Balanced,50.811499999999995,15.121458333333333,65.93295833333333,Medium Risk,1,S1826
S1017,Liam,Davis,student17@university.com,Female,23,CS,54.04,59.73,56.66,75.29,99.99,29.3,64.97,65.373,D,27.5,No,No,Bachelor's,Medium,8,7.4,329.28,62.53777777777778,Balanced,51.208,15.634444444444444,66.84244444444444,Medium Risk,1,S3540
S1018,Liam,Jones,student18@university.com,Male,20,Business,82.84,79.77,58.18,81.04,58.22,5.699999999999999,55.52,61.4295,D,9.2,Yes,Yes,High School,High,8,7.3,280.25,54.21,Balanced,46.884499999999996,13.5525,60.437,Medium Risk,1,S1516
S1019,John,Johnson,student19@university.com,Male,20,CS,82.69,99.7,53.43,94.68,83.73,91.6,82.56,80.2355,B,23.3,No,Yes,Master's,Low,5,7.9,452.27,75.9225,Optimal,66.878,18.980625,85.858625,No Risk,2,S2422
S1020,Emma,Davis,student20@university.com,Male,18,Business,54.75,41.53,48.7,59.61,97.45,21.7,99.6,68.05599999999998,D,23.8,No,No,PhD,High,2,7.1,319.89,75.46527777777777,Optimal,55.881,18.866319444444443,74.74731944444444,Medium Risk,1,S1305
S1021,Ahmed,Jones,student21@university.com,Male,22,Business,65.94,93.99,51.07,54.35,68.11,37.9,95.05,72.2395,C,8.8,No,No,,High,10,8.4,349.4,47.15166666666666,Balanced,59.471999999999994,11.787916666666664,71.25991666666665,Medium Risk,1,S1363
S1022,Sara,Davis,student22@university.com,Male,22,Business,99.64,40.24,43.79,81.36,86.72,53.1,62.64,59.3065,F,27.7,No,Yes,PhD,Low,8,7.5,324.06,74.38222222222223,Optimal,48.358999999999995,18.595555555555556,66.95455555555554,Medium Risk,1,S3349
S1023,Liam,Williams,student23@university.com,Female,23,CS,83.92,61.85,93.31,69.71,67.54,97.6,88.5,81.2455,B,5.2,Yes,Yes,Bachelor's,Low,4,8.6,385.2000000000001,65.86888888888888,Optimal,57.918,16.46722222222222,74.38522222222221,Medium Risk,1,S1448
S1024,Maria,Williams,student24@university.com,Female,20,Business,86.5,50.12,95.86,58.15,65.25,53.5,96.84,78.4575,C,15.9,No,Yes,,Low,9,7.8,323.86,59.31944444444444,Balanced,54.49249999999999,14.82986111111111,69.3223611111111,Medium Risk,1,S3523
S1025,Emma,Davis,student25@university.com,Male,18,Mathematics,60.65,85.44,75.21,55.85,60.09,44.8,95.32,76.841,C,5.5,No,No,PhD,Medium,10,7.7,341.5,41.13472222222222,Concerning,58.0385,10.283680555555556,68.32218055555555,Medium Risk,1,S1363
S1026,Emma,Johnson,student26@university.com,Male,18,Business,53.94,43.04,90.43,77.95,91.05,58.4,94.23,81.05000000000001,B,18.1,No,No,PhD,High,6,8.3,364.67,62.735,Balanced,58.442499999999995,15.68375,74.12625,Medium Risk,1,S1827
S1027,Sara,Johnson,student27@university.com,Male,18,Engineering,63.85,73.21,51.01,65.02,62.87,97.1,89.32,71.42499999999998,C,15.3,No,Yes,High School,High,10,7.3,387.52,48.99027777777778,Balanced,58.67249999999999,12.247569444444444,70.92006944444444,Medium Risk,1,S2355
S1028,Liam,Davis,student28@university.com,Female,21,Engineering,62.44,57.7,94.1,99.87,64.16,81.8,64.65,77.0615,C,20.6,Yes,No,Master's,Low,7,4.9,368.18,54.72111111111112,Balanced,53.536500000000004,13.68027777777778,67.21677777777778,Medium Risk,1,S2413
S1029,Maria,Jones,student29@university.com,Female,23,Mathematics,61.73,48.02,70.38,70.3,99.95,16.9,54.18,62.43699999999999,D,24.2,Yes,Yes,PhD,Low,3,4.4,289.35,67.26583333333333,Optimal,44.842,16.816458333333333,61.65845833333333,Medium Risk,1,S5088
S1030,Ahmed,Brown,student30@university.com,Female,22,Business,59.64,86.31,44.03,60.61,66.37,80.3,74.39,66.0145,D,24.2,Yes,Yes,,Medium,2,5.6,367.98,72.85444444444444,Optimal,55.007,18.21361111111111,73.22061111111111,Medium Risk,1,S1216
S1031,Ali,Johnson,student31@university.com,Male,22,Engineering,78.74,53.05,48.48,81.44,71.14,84.1,52.74,59.4345,F,23.1,Yes,No,Master's,Low,2,8.1,342.47,83.65722222222222,Optimal,47.314499999999995,20.914305555555554,68.22880555555555,Medium Risk,1,S2289
S1032,Maria,Smith,student32@university.com,Female,21,Business,66.41,53.42,58.54,62.21,99.5,69.1,99.92,75.3605,C,7.5,Yes,No,Master's,Medium,3,4.1,384.15,53.685833333333335,Balanced,60.7255,13.421458333333334,74.14695833333333,Medium Risk,1,S3754
S1033,Sara,Williams,student33@university.com,Male,19,Engineering,91.02,56.5,42.61,74.7,68.47,65.7,67.92,60.840500000000006,D,15.4,No,No,,Medium,7,4.8,333.29,57.255,Balanced,50.188,14.31375,64.50175,Medium Risk,1,S1451
S1034,Emma,Davis,student34@university.com,Female,21,CS,59.2,75.21,58.56,74.13,68.31,44.1,97.92,75.453,C,25.4,No,Yes,Master's,Medium,8,4.5,359.67,54.02222222222223,Balanced,60.812999999999995,13.505555555555558,74.31855555555555,Medium Risk,1,S2217
S1035,Ahmed,Smith,student35@university.com,Female,23,CS,73.23,79.58,43.6,72.68,91.39,64.2,88.66,72.686,C,21.4,No,No,Bachelor's,Low,4,4.2,396.51,64.47416666666666,Balanced,61.786,16.118541666666665,77.90454166666666,No Risk,2,S3135
S1036,Maria,Davis,student36@university.com,Female,18,Mathematics,50.68,41.06,54.16,89.8,65.6,73.8,70.56,64.58699999999999,D,22.0,Yes,Yes,Master's,High,3,8.1,340.82,72.94777777777777,Optimal,51.047,18.236944444444443,69.28394444444444,Medium Risk,1,S2870
S1037,Ali,Williams,student37@university.com,Male,21,Mathematics,74.08,54.51,55.94,60.83,61.69,12.3,55.92,54.846,F,10.7,Yes,Yes,High School,Low,7,5.4,245.25,50.77,Balanced,40.861,12.6925,53.5535,High Risk,0,S2130
S1038,Ali,Williams,student38@university.com,Male,18,Business,52.79,65.86,99.66,95.22,71.16,25.7,61.86,76.036,C,13.1,Yes,No,Master's,High,3,7.6,319.8,64.66972222222223,Balanced,51.121,16.16743055555556,67.28843055555556,Medium Risk,1,S3340
S1039,John,Johnson,student39@university.com,Female,23,Mathematics,98.89,59.92,54.13,89.57,85.03,19.4,83.65,70.524,C,28.9,No,No,PhD,Low,8,4.7,337.57000000000005,67.41694444444445,Optimal,56.9915,16.854236111111113,73.84573611111111,Medium Risk,1,S5904
S1040,John,Johnson,student40@university.com,Male,24,Business,89.53,93.05,54.35,66.66,52.16,84.1,91.5,74.41499999999999,C,26.2,Yes,No,Master's,Medium,4,6.0,387.47,77.54916666666666,Optimal,60.8275,19.387291666666666,80.21479166666667,No Risk,2,S3761
S1041,Omar,Smith,student41@university.com,Male,23,CS,74.51,87.26,81.21,59.03,68.7,68.0,98.97,82.207,B,9.1,Yes,Yes,High School,High,8,4.6,381.96,44.54416666666667,Concerning,61.9045,11.136041666666667,73.04054166666667,Medium Risk,1,S1498
S1042,Sara,Davis,student42@university.com,Male,20,CS,54.33,77.55,91.56,63.98,67.31,45.1,56.61,70.08850000000001,C,18.6,No,No,High School,Low,2,4.0,310.55,62.41583333333334,Balanced,47.198499999999996,15.603958333333335,62.802458333333334,Medium Risk,1,S1952
S1043,Liam,Williams,student43@university.com,Male,18,Engineering,79.62,60.28,63.22,66.63,62.24,82.6,57.8,62.5355,D,17.3,Yes,Yes,Master's,Low,8,7.1,329.55,59.59944444444445,Balanced,46.73049999999999,14.899861111111113,61.63036111111111,Medium Risk,1,S2154
S1044,Maria,Smith,student44@university.com,Male,22,Business,87.94,82.04,92.54,77.85,82.71,71.7,52.12,74.6105,C,16.1,No,Yes,Bachelor's,High,8,6.4,366.42,58.73500000000001,Balanced,51.4755,14.683750000000002,66.15925,Medium Risk,1,S3122
S1045,Maria,Brown,student45@university.com,Male,21,CS,59.54,90.62,60.41,52.32,64.5,91.4,63.02,66.46950000000001,D,16.8,Yes,Yes,Master's,Medium,10,6.1,361.86,45.82944444444445,Balanced,51.367,11.457361111111112,62.82436111111111,Medium Risk,1,S1841
S1046,Liam,Smith,student46@university.com,Male,24,CS,78.41,75.69,51.82,95.72,80.34,7.7,91.05,74.4005,C,21.1,Yes,No,,Medium,3,4.4,350.5,68.8525,Optimal,61.445499999999996,17.213125,78.658625,No Risk,2,S3586
S1047,Omar,Jones,student47@university.com,Female,23,Business,90.71,87.07,59.78,54.93,75.22,50.9,59.91,64.285,D,29.2,No,No,High School,High,2,6.9,328.03,88.39972222222222,Optimal,49.339999999999996,22.099930555555556,71.43993055555555,Medium Risk,1,S3375
S1048,Emma,Smith,student48@university.com,Male,18,Engineering,88.41,84.95,76.56,63.96,60.86,70.7,77.39,74.3145,C,26.9,No,No,Master's,Low,7,7.9,357.86,74.79694444444443,Optimal,55.174499999999995,18.69923611111111,73.8737361111111,Medium Risk,1,S1896
S1049,Emma,Jones,student49@university.com,Male,24,Engineering,90.15,74.3,62.03,55.46,63.33,20.7,72.32,64.03549999999998,D,26.9,No,Yes,Bachelor's,Medium,9,4.3,286.11,59.67638888888889,Balanced,48.52799999999999,14.919097222222222,63.44709722222221,Medium Risk,1,S1474
S1050,Omar,Jones,student50@university.com,Female,19,Engineering,93.97,58.73,80.37,62.83,58.53,32.7,66.29,65.70150000000001,D,22.6,Yes,Yes,Bachelor's,Low,10,6.1,279.08000000000004,59.27027777777778,Balanced,45.60900000000001,14.817569444444445,60.42656944444445,Medium Risk,1,S4314
S1051,Emma,Jones,student51@university.com,Female,20,Engineering,96.88,84.75,54.22,91.88,52.83,41.900000000000006,80.92,71.70349999999999,C,5.4,No,Yes,Bachelor's,Medium,1,5.6,352.28000000000003,69.27555555555556,Optimal,58.1485,17.31888888888889,75.46738888888889,No Risk,2,S1286
S1052,John,Brown,student52@university.com,Female,19,CS,70.28,52.41,82.06,80.76,80.96,79.4,75.12,75.0925,C,16.0,Yes,No,PhD,Low,5,8.5,368.65,68.40333333333334,Optimal,54.5775,17.100833333333334,71.67833333333334,Medium Risk,1,S1093
S1053,Maria,Smith,student53@university.com,Female,23,Business,78.44,86.77,60.85,61.37,83.64,49.400000000000006,66.74,68.2895,D,17.8,No,No,PhD,Medium,3,5.3,347.92,68.61000000000001,Optimal,53.077,17.152500000000003,70.2295,Medium Risk,1,S5896
S1054,Omar,Smith,student54@university.com,Male,19,Business,89.53,88.27,67.35,93.59,58.3,49.3,84.44,77.74349999999998,C,26.1,Yes,Yes,PhD,Low,9,8.7,373.9,71.07694444444445,Optimal,60.90599999999999,17.769236111111113,78.6752361111111,No Risk,2,S4229
S1055,Maria,Brown,student55@university.com,Female,19,CS,84.86,89.33,73.46,90.04,80.77,43.1,64.0,74.7025,C,28.1,No,Yes,,Low,8,8.1,367.24,72.68722222222222,Optimal,56.337500000000006,18.171805555555554,74.50930555555556,Medium Risk,1,S2758
S1056,Liam,Williams,student56@university.com,Female,20,CS,99.78,68.37,81.17,87.68,99.1,22.9,82.16,79.403,C,16.3,No,Yes,,Medium,9,4.5,360.21000000000004,53.80611111111112,Balanced,59.1105,13.45152777777778,72.56202777777779,Medium Risk,1,S1184
S1057,Ali,Johnson,student57@university.com,Male,20,CS,50.68,51.55,54.32,92.38,53.72,92.3,97.86,74.5145,C,12.5,Yes,Yes,Master's,Medium,9,6.4,387.81,43.64222222222222,Concerning,60.93449999999999,10.910555555555556,71.84505555555555,Medium Risk,1,S2447
S1058,John,Smith,student58@university.com,Male,20,Mathematics,67.76,45.98,90.16,80.98,74.52,31.8,86.45,76.56099999999999,C,13.4,No,Yes,PhD,Low,10,7.2,319.73,48.10666666666667,Balanced,54.021,12.026666666666667,66.04766666666667,Medium Risk,1,S5600
S1059,Ahmed,Johnson,student59@university.com,Male,24,Business,64.05,84.6,83.31,75.07,86.65,56.7,70.92,77.554,C,19.5,No,Yes,PhD,High,3,7.0,373.94,71.15138888888889,Optimal,56.7265,17.787847222222222,74.51434722222223,Medium Risk,1,S3748
S1060,John,Davis,student60@university.com,Female,20,Business,63.12,93.18,54.05,68.7,52.3,14.9,87.38,69.98349999999999,D,11.9,Yes,No,,Low,7,7.4,316.46000000000004,54.58555555555556,Balanced,56.471000000000004,13.64638888888889,70.1173888888889,Medium Risk,1,S4139
S1061,Omar,Davis,student61@university.com,Male,19,Business,61.13,79.05,98.5,61.19,88.91,43.4,90.46,83.86,B,27.8,Yes,Yes,Bachelor's,High,5,6.1,363.01,69.2825,Optimal,59.235,17.320625,76.55562499999999,No Risk,2,S5172
S1062,Ahmed,Brown,student62@university.com,Female,22,Engineering,85.46,48.65,79.89,77.87,98.98,90.4,66.29,73.25550000000001,C,15.5,Yes,No,Bachelor's,Medium,6,8.5,382.19,69.0038888888889,Optimal,53.28300000000001,17.250972222222224,70.53397222222223,Medium Risk,1,S3148
S1063,Ali,Davis,student63@university.com,Male,22,CS,54.24,96.09,67.15,94.47,54.42,99.5,85.26,81.3665,B,29.8,Yes,Yes,High School,High,8,5.4,429.74,58.948888888888895,Balanced,64.579,14.737222222222224,79.31622222222222,No Risk,2,S4612
S1064,Omar,Davis,student64@university.com,Male,20,CS,87.08,99.35,49.45,79.7,91.11,36.2,71.72,71.65700000000001,C,7.7,No,Yes,Master's,Low,10,4.5,378.08,40.68666666666667,Concerning,59.2945,10.171666666666667,69.46616666666667,Medium Risk,1,S4973
S1065,Sara,Williams,student65@university.com,Female,24,CS,84.67,66.0,71.99,95.98,68.93,15.4,90.93,77.2365,C,9.7,No,No,Master's,Medium,8,8.9,337.24,59.52861111111111,Balanced,59.239000000000004,14.882152777777778,74.12115277777778,Medium Risk,1,S1723
S1066,Maria,Williams,student66@university.com,Male,21,Mathematics,62.54,75.69,49.89,67.85,57.21,31.4,64.77,60.7255,D,17.8,Yes,No,PhD,Medium,7,7.3,296.92,59.07944444444444,Balanced,48.253,14.76986111111111,63.02286111111111,Medium Risk,1,S4220
S1067,Ali,Williams,student67@university.com,Male,18,Business,62.64,86.63,65.77,84.76,74.66,32.7,96.89,80.31899999999999,B,26.7,Yes,No,,High,1,7.3,375.64,83.18777777777777,Optimal,63.8765,20.796944444444442,84.67344444444444,No Risk,2,S2506
S1068,Maria,Davis,student68@university.com,Male,23,CS,81.44,84.18,64.52,82.43,53.58,64.5,78.74,73.3265,C,13.8,Yes,No,Master's,Medium,1,8.1,363.43,79.36,Optimal,57.1965,19.84,77.0365,No Risk,2,S1663
S1069,Emma,Brown,student69@university.com,Male,24,Mathematics,88.11,98.07,83.2,83.52,76.11,49.6,67.67,78.43050000000001,C,25.9,No,Yes,Bachelor's,High,6,6.1,374.97,71.66638888888889,Optimal,57.6305,17.916597222222222,75.54709722222222,No Risk,2,S2331
S1070,Sara,Jones,student70@university.com,Male,21,CS,93.82,46.89,51.54,82.25,50.97,76.8,70.97,62.484,D,15.6,No,Yes,,Low,9,5.9,327.88,55.62166666666667,Balanced,49.599000000000004,13.905416666666667,63.50441666666667,Medium Risk,1,S4345
S1071,Sara,Jones,student71@university.com,Female,23,Engineering,92.61,74.84,89.31,61.08,86.43,70.1,67.39,75.0805,C,26.3,Yes,Yes,PhD,Medium,8,8.7,359.84000000000003,74.79138888888889,Optimal,52.753,18.697847222222222,71.45084722222222,Medium Risk,1,S1651
S1072,Ali,Johnson,student72@university.com,Female,21,Business,98.24,81.52,59.57,57.18,74.4,25.1,57.31,61.58550000000001,D,11.9,No,Yes,PhD,Low,1,5.9,295.51,75.86555555555556,Optimal,46.693,18.96638888888889,65.65938888888888,Medium Risk,1,S4131
S1073,Sara,Jones,student73@university.com,Male,21,Mathematics,79.07,93.41,66.64,98.93,72.95,78.4,53.42,72.75200000000001,C,16.8,Yes,No,Master's,High,8,4.4,397.11000000000007,51.54527777777778,Balanced,56.092,12.886319444444444,68.97831944444444,Medium Risk,1,S1355
S1074,Ahmed,Jones,student74@university.com,Female,22,CS,95.43,92.45,86.34,52.26,59.81,84.7,66.09,73.3345,C,12.0,No,Yes,Master's,High,5,5.5,355.31000000000006,63.024166666666666,Balanced,51.7495,15.756041666666667,67.50554166666666,Medium Risk,1,S1642
S1075,Sara,Williams,student75@university.com,Female,18,Business,90.43,98.68,77.52,73.39,68.06,59.8,72.93,76.8655,C,10.4,No,No,High School,Low,2,8.4,372.86,76.82972222222222,Optimal,57.4855,19.207430555555554,76.69293055555556,No Risk,2,S5178
S1076,Maria,Williams,student76@university.com,Female,21,Mathematics,94.73,70.72,58.48,71.25,59.09,92.8,68.09,66.8915,D,15.5,No,Yes,Master's,High,7,4.5,361.9500000000001,57.432500000000005,Balanced,52.271499999999996,14.358125000000001,66.629625,Medium Risk,1,S4230
S1077,Maria,Davis,student77@university.com,Male,20,Business,50.58,89.85,63.17,68.0,86.77,78.3,50.7,67.27199999999999,D,13.4,Yes,Yes,Master's,High,2,7.6,373.62,67.145,Optimal,51.4795,16.78625,68.26575,Medium Risk,1,S1934
S1078,Omar,Johnson,student78@university.com,Male,23,Business,98.3,65.64,58.35,89.1,59.95,59.5,78.95,70.4535,C,24.7,Yes,No,Bachelor's,Low,4,5.3,353.14,76.54722222222222,Optimal,55.866,19.136805555555554,75.00280555555555,No Risk,2,S2153
S1079,Maria,Smith,student79@university.com,Male,24,Engineering,73.68,65.34,75.69,87.27,80.84,90.6,57.24,71.60000000000001,C,23.7,Yes,Yes,Bachelor's,Low,4,7.7,381.29,76.22555555555556,Optimal,52.67750000000001,19.05638888888889,71.7338888888889,Medium Risk,1,S2289
S1080,Omar,Johnson,student80@university.com,Female,22,Business,89.91,55.2,59.96,95.26,63.98,60.0,60.55,65.12199999999999,D,14.0,No,Yes,,Medium,5,6.6,334.99,66.36638888888888,Optimal,50.132,16.59159722222222,66.72359722222222,Medium Risk,1,S1814
S1081,Maria,Johnson,student81@university.com,Female,23,Mathematics,56.36,89.09,83.54,69.77,82.85,52.1,56.04,72.416,C,29.8,No,No,Master's,Medium,6,7.2,349.85,70.03444444444445,Optimal,51.531000000000006,17.50861111111111,69.03961111111111,Medium Risk,1,S4619
S1082,Ahmed,Brown,student82@university.com,Male,20,Business,69.8,99.15,74.79,78.21,77.02,35.6,76.02,77.58949999999999,C,29.3,Yes,Yes,Master's,Low,2,5.2,366.0,78.53333333333333,Optimal,58.891999999999996,19.633333333333333,78.52533333333332,No Risk,2,S2804
S1083,Liam,Davis,student83@university.com,Male,20,Mathematics,63.57,55.38,48.74,94.62,71.17,88.3,54.76,62.645,D,27.9,Yes,Yes,PhD,Medium,8,4.8,364.23,58.03138888888889,Balanced,50.46,14.507847222222223,64.96784722222222,Medium Risk,1,S4369
S1084,Omar,Brown,student84@university.com,Female,21,Business,64.58,43.37,58.62,99.69,83.65,12.3,62.82,63.94,D,19.7,Yes,Yes,Bachelor's,High,9,4.3,301.83000000000004,47.28388888888889,Balanced,49.285,11.820972222222222,61.10597222222222,Medium Risk,1,S2503
S1085,John,Johnson,student85@university.com,Female,20,CS,56.16,88.93,53.29,98.46,70.79,47.400000000000006,72.59,72.657,C,15.3,No,No,PhD,Medium,3,8.1,378.1700000000001,68.73444444444445,Optimal,59.3345,17.183611111111112,76.51811111111111,No Risk,2,S3780
S1086,Emma,Johnson,student86@university.com,Male,18,Engineering,90.29,77.21,63.42,85.89,91.07,53.7,58.39,69.629,D,12.8,No,No,Master's,Medium,7,7.6,366.26,62.68361111111112,Balanced,53.774,15.67090277777778,69.44490277777778,Medium Risk,1,S4040
S1087,Ali,Johnson,student87@university.com,Female,20,CS,50.46,97.58,70.96,57.16,86.48,55.5,72.31,74.067,C,5.4,No,Yes,Bachelor's,High,4,5.5,369.03,49.059444444444445,Balanced,56.327,12.264861111111111,68.59186111111111,Medium Risk,1,S4597
S1088,Maria,Jones,student88@university.com,Female,21,Engineering,65.63,55.13,70.41,51.16,77.03,65.19999999999999,67.14,64.651,D,20.8,No,Yes,Master's,Low,10,8.2,315.66,56.51861111111111,Balanced,47.048500000000004,14.129652777777778,61.17815277777778,Medium Risk,1,S1405
S1089,Sara,Brown,student89@university.com,Female,23,Mathematics,58.72,44.26,85.27,91.26,93.85,50.6,93.03,81.4695,B,18.8,Yes,Yes,High School,High,4,8.2,373.0,69.7911111111111,Optimal,60.152,17.447777777777777,77.59977777777777,No Risk,2,S3880
S1090,Liam,Johnson,student90@university.com,Female,20,Engineering,79.45,69.55,51.35,92.05,91.44,25.7,89.75,74.4315,C,20.7,No,Yes,PhD,Medium,1,4.7,368.49,75.16805555555555,Optimal,61.593999999999994,18.79201388888889,80.38601388888888,No Risk,2,S2444
S1091,Maria,Williams,student91@university.com,Female,22,Business,62.71,45.13,96.79,87.32,76.59,85.7,99.64,85.901,B,19.4,Yes,No,Bachelor's,High,5,7.6,394.38,66.84416666666667,Optimal,61.7035,16.711041666666667,78.41454166666666,No Risk,2,S2919
S1092,Sara,Davis,student92@university.com,Female,24,Business,62.95,55.71,60.57,64.0,53.42,65.8,76.45,64.666,D,8.4,No,No,Bachelor's,Low,6,5.5,315.38,49.12638888888889,Balanced,49.5235,12.281597222222222,61.80509722222222,Medium Risk,1,S1754
S1093,Emma,Davis,student93@university.com,Female,22,CS,74.42,47.56,58.01,81.99,78.3,85.8,78.77,69.68599999999999,D,22.4,Yes,No,Master's,Medium,5,6.3,372.42,68.66055555555555,Optimal,55.183499999999995,17.165138888888887,72.34863888888889,Medium Risk,1,S1052
S1094,Emma,Williams,student94@university.com,Male,22,Engineering,82.63,53.45,81.11,65.81,67.76,27.6,97.33,75.5215,C,14.0,Yes,Yes,Master's,Low,6,6.2,311.95,60.65749999999999,Balanced,55.244,15.164374999999998,70.40837499999999,Medium Risk,1,S1692
S1095,Emma,Davis,student95@university.com,Male,23,Mathematics,56.07,46.37,88.33,72.53,77.01,63.7,69.98,71.79750000000001,C,17.9,No,No,,Low,3,7.0,329.59000000000003,67.82305555555556,Optimal,49.715,16.95576388888889,66.6707638888889,Medium Risk,1,S2177
S1096,Sara,Jones,student96@university.com,Female,19,Mathematics,58.78,97.23,62.71,69.12,82.36,71.39999999999999,77.78,75.77,C,14.1,No,No,,High,2,5.7,397.89,64.50055555555555,Balanced,60.0925,16.125138888888888,76.21763888888889,No Risk,2,S4232
S1097,Maria,Jones,student97@university.com,Female,24,Business,62.36,56.71,84.81,95.68,82.24,38.3,68.95,74.88499999999999,C,5.5,No,Yes,PhD,Low,5,4.4,341.88,46.284444444444446,Balanced,53.682500000000005,11.571111111111112,65.25361111111111,Medium Risk,1,S2243
